PDB_ID,peptide_chain_ID,peptide_length,number_of_atoms_in_peptide,protein_chain_ID,number_of_atoms_in_protein,number_of_atom_contacts_between_peptide_and_protein,unknown,noncanonical_peptide,resolution,molecular_type
5y49,D,11,97,A,1837,63,0,0,2.4,prot
5yxn,I,10,69,C,2232,62,0,0,2.03,prot
5yxu,J,10,69,E,2233,64,0,0,2.7,prot
5yy9,C,12,99,A,1093,64,0,1,2.65,prot
5z8h,B,9,64,A,2579,61,0,1,1.79,prot
5z93,B,7,52,A,2152,43,0,1,1.95,prot
5z94,C,7,59,A,2144,45,0,1,1.9,prot
5zjz,B,15,130,A,1505,86,0,1,1.67,prot
5zk5,B,14,120,A,1503,66,0,1,2.25,prot
5zk7,D,14,117,A,1433,65,0,1,2.12,prot
5zk9,B,15,120,A,1520,78,0,1,1.76,prot
5zml,B,15,131,A,1552,81,0,1,1.8,prot
5zs3,U,5,38,A,842,31,0,1,2,prot
5zs6,U,4,31,A,817,30,0,0,2.81,prot
5zys,B,10,79,A,689,52,0,0,1.78,prot
6a30,P,6,66,A,4262,31,0,0,2.79,prot
6a5q,E,13,91,B,1872,78,0,1,2,prot
6a5s,E,11,77,A,1863,70,0,1,2.1,prot
6a8g,P,12,81,A,1926,75,0,1,2.53,prot
6a8n,P,10,77,A,1926,73,0,0,2.49,prot
6a9u,B,5,33,A,3215,31,0,1,2.4,prot
6bvh,I,14,100,A,1629,56,0,1,1.93,prot
6cnl,M,11,101,A,1459,58,0,0,2.6,prot
6cnl,X,10,92,L,1478,52,0,0,2.6,prot
6ct7,S,11,82,H,1582,44,0,1,1.9,prot
6d2u,A,14,118,B,615,93,0,1,-1,prot-nuc
6d3x,C,14,111,A,1840,67,0,0,1.8,prot
6d3y,C,14,108,A,1839,64,0,1,1.32,prot
6d3z,C,14,113,A,1854,67,0,0,2,prot
6d40,C,14,110,A,1862,66,0,0,1.43,prot
6da1,C,17,164,B,1127,86,0,1,2,prot
6dat,F,17,164,A,1104,93,0,1,2.35,prot
6di8,A,13,83,B,974,63,0,0,1.86,prot
6dno,C,7,71,A,2360,63,1,1,1.45,prot
6do1,H,8,69,A,2411,68,0,1,2.9,prot
6do3,C,7,43,A,2517,37,0,0,2.17,prot
6do4,C,6,32,A,2535,32,0,0,2.2,prot
6do5,C,6,34,A,2528,33,0,0,2.5,prot
6dsz,C,19,157,A,8674,134,0,0,3.09,prot
6e5x,B,13,101,A,1003,63,0,0,1.5,prot
6ecd,B,2,12,A,1786,11,1,1,1.9,prot
6ece,C,3,19,A,1895,19,1,1,2,prot
6ecf,G,4,26,A,1870,25,1,1,2.5,prot
6fhi,X,19,146,A,5770,92,0,1,2.8,prot-nuc
6fjt,I,11,89,H,2000,56,0,1,1.27,prot
6frj,B,7,46,H,1720,40,0,1,1.4,prot
6fzf,C,13,98,A,2178,62,0,0,1.95,prot
6fzj,C,12,84,A,2146,57,0,0,2.01,prot
6fzp,C,9,69,A,2069,50,0,0,2.3,prot
6fzq,P,6,45,H,1720,38,0,1,1.7,prot
6fzr,P,6,45,H,1720,38,0,1,1.8,prot
6g3j,C,10,69,A,2254,65,0,0,2.45,prot
6gev,B,10,82,A,2033,56,0,0,1.54,prot
6gg8,B,10,82,A,1989,54,0,0,1.8,prot
6ggg,B,12,100,A,1919,57,0,0,1.71,prot
6gp7,D,11,94,B,482,45,0,1,1.95,prot
6gpz,E,3,20,B,483,20,0,0,1.6,prot
6gqn,C,14,115,B,504,45,0,0,1.8,prot
6gqn,G,13,105,A,495,37,0,0,1.8,prot
6gtv,B,13,89,A,2050,84,0,1,2.1,prot
6gtz,B,13,89,A,2050,86,0,0,1.72,prot
6gu0,B,14,98,A,2050,86,0,0,2.5,prot
6h41,B,18,154,A,2483,99,0,0,2.75,prot
6h7b,B,12,98,A,625,67,0,0,1.89,prot
6hlb,B,7,75,A,3565,64,0,1,2,prot
6hld,B,7,77,A,3597,56,0,1,2.1,prot
6hle,B,6,59,A,3608,52,0,1,1.99,prot
6hp5,C,6,40,B,3183,40,0,0,2.28,prot
6hsn,D,10,78,A,3135,59,0,0,1.55,prot
6hso,D,11,83,A,3139,58,0,0,1.95,prot
6hv2,B,5,41,A,1315,38,0,0,1.71,prot
6hvo,D,12,99,B,1939,70,0,0,2.1,prot
6hvo,F,13,110,C,1942,75,0,0,2.1,prot
6hy2,A,12,103,X,1971,54,0,0,1.6,prot
6hza,B,5,53,A,3608,50,0,1,1.9,prot
6hzb,B,5,51,A,3608,47,0,1,1.9,prot
6hzc,B,6,59,A,3608,49,0,1,1.9,prot
6hzd,B,6,64,A,3608,56,0,1,1.9,prot
6i2t,J,12,84,A,4477,39,0,0,5.7,prot
6iam,B,12,100,A,2371,52,0,1,1.51,prot
6iam,C,4,30,A,2371,10,0,0,1.51,prot
6id4,U,9,70,A,2235,70,0,0,2.4,prot
6ie4,B,11,87,A,1122,68,0,1,2.7,prot
6ie6,P,10,81,A,1217,61,0,1,1.7,prot
6ie7,E,10,81,A,1094,66,0,1,2.7,prot
6im4,D,6,39,A,3216,39,0,0,1.93,prot
6iqg,C,13,107,A,1658,75,0,0,3,prot
6iqg,D,15,121,B,1658,78,0,1,3,prot
6iqh,C,13,105,A,1658,71,0,0,3,prot
6iso,C,7,59,A,2126,47,0,1,2.95,prot
6j67,C,6,61,A,1658,54,0,1,2.05,prot
6mbj,Y,15,124,A,3862,97,0,0,1.78,prot
6mbk,Y,15,126,A,3922,99,0,0,1.69,prot
6mbl,Y,15,124,A,3870,98,0,0,2.2,prot
6mg1,C,16,311,D,310,103,0,1,1.75,prot
6mon,C,5,42,A,3453,42,0,1,2.71,prot
6mpv,C,16,80,A,2635,16,0,0,7.17,prot
6mpv,D,5,25,A,2635,22,0,0,7.17,prot
6mpz,M,14,92,A,1132,60,1,1,2,prot
6ms1,D,8,58,A,689,51,0,0,1.35,prot
6mt3,B,9,80,A,2239,73,0,0,1.21,prot
6mt4,C,9,78,A,2253,75,0,0,1.55,prot
6mt5,C,9,81,A,2253,77,0,0,1.55,prot
6mt6,B,9,80,A,2252,74,0,0,1.31,prot
6mtl,C,9,80,A,2259,70,0,0,1.35,prot
6mtm,C,9,80,A,2253,79,0,0,3,prot
6n3e,B,7,64,A,773,55,0,0,1.89,prot
6n3f,D,4,39,C,778,37,0,0,2.1,prot
6n61,I,17,126,D,9649,84,0,0,3.25,prot-nuc
6n7q,C,13,105,A,2077,58,0,0,2.1,prot
6n87,C,13,105,A,2442,62,0,1,1.59,prot
6n9t,E,13,118,A,1659,82,1,1,2.58,prot
6nnv,J,16,134,A,925,66,0,1,1.92,prot
6npo,C,4,20,A,4158,20,0,0,2.4,prot
6npz,F,10,112,A,2640,100,0,1,2.12,prot
6q3q,a,8,61,A,968,48,0,0,2,prot
6qc0,B,11,99,A,1950,77,0,0,3.5,prot
6qcg,I,10,91,C,1905,70,0,0,3.4,prot
5z62,K,49,388,D,1189,152,0,0,3.6,prot
5z62,L,47,378,A,4028,169,1,0,3.6,prot
5z62,M,43,335,A,4028,96,0,0,3.6,prot
5zgg,A,34,261,B,261,38,0,0,-1,prot
5zpw,A,35,291,E,291,81,0,0,2.2,prot
5zpw,B,24,216,E,291,81,0,1,2.2,prot
5zqo,B,47,369,A,1298,306,0,1,2.06,prot
5zqp,B,47,369,A,1299,306,0,1,1.99,prot
5zqq,B,47,369,A,1298,306,0,1,2.29,prot
5zqr,B,46,361,A,1304,303,0,1,1.75,prot
5zvk,a,30,256,B,522,103,0,0,3.31,prot
5zvk,b,31,264,B,522,103,0,0,3.31,prot
5zvm,a,29,246,A,527,109,0,0,3.3,prot
5zvm,b,35,295,C,506,131,0,0,3.3,prot
5zvm,c,33,280,A,527,118,0,0,3.3,prot
6a38,D,17,133,C,8034,86,0,0,2.69,prot
6a3a,D,17,133,C,8034,92,0,0,2.3,prot
6a3c,D,18,141,C,8034,95,0,0,2.35,prot
6a3e,D,19,151,C,8034,98,0,0,2.7,prot
6a84,B,47,369,A,1298,306,0,0,1.98,prot
6a86,A,40,313,C,313,92,0,0,1.8,prot
6a87,A,40,313,C,313,92,0,0,2.41,prot
6but,B,31,259,A,1166,128,0,0,-1,prot
6cht,C,7,52,A,1681,28,0,0,3.17,prot
6cht,L,8,61,J,1678,34,0,0,3.17,prot
6csu,C,43,364,D,426,104,0,0,2.5,prot
6csu,A,33,281,B,418,72,0,0,2.5,prot
6ctb,B,25,221,A,536,94,0,0,-1,prot
6d94,B,15,118,A,2177,78,0,0,1.9,prot
6dc8,P,6,43,L,1706,32,0,1,1.8,prot
6dc9,P,6,53,L,1651,36,0,1,3,prot
6dca,P,7,50,L,1662,34,0,1,2.6,prot
6.00E+21,B,20,190,A,5077,135,6,1,2,prot
6e4y,P,14,112,H,1604,46,0,1,2.24,prot
6e4z,P,15,129,H,1600,47,0,1,2.2,prot
6e5n,A,16,112,B,670,73,0,0,-1,prot
6eds,C,12,100,A,7798,93,0,0,3.18,prot
6egn,A,38,291,C,280,87,0,1,1.84,prot
6f0f,B,28,202,A,1242,105,0,0,2,prot
6f0g,C,24,186,A,1240,111,0,0,2.3,prot
6f0h,B,26,190,A,1210,114,0,0,1.98,prot
6f0h,D,25,180,C,1204,113,0,1,1.98,prot
6fbx,B,22,186,A,1169,102,0,0,1.64,prot
6frx,B,20,157,A,2750,106,0,0,1.88,prot
6gbw,L,28,225,H,1989,132,0,0,1.45,prot
6gnq,A,21,163,B,241,64,0,0,2.2,prot
6gnq,B,30,241,H,234,107,0,0,2.2,prot
6gnq,F,28,223,L,234,104,0,0,2.2,prot
6gnq,H,29,234,B,241,104,0,0,2.2,prot
6gtq,C,38,292,A,1220,161,0,0,2.49,prot
6gtr,C,40,298,A,1231,165,0,0,2.99,prot
6gv0,G,21,163,B,235,102,0,0,1.26,prot
6gv0,B,29,235,G,163,115,0,0,1.26,prot
6gvk,B,24,171,A,1535,148,0,0,1.55,prot
6gvl,B,23,166,A,1505,141,0,0,2.05,prot
6gwe,B,30,246,A,2018,130,0,0,2.3,prot
6h1e,S,5,27,A,1562,25,0,1,1.9,prot
6h3m,A,21,163,J,224,77,0,0,1.82,prot
6h3m,J,28,224,A,163,99,0,0,1.82,prot
6h82,m,25,125,b,999,12,0,0,3.78,prot
6h9c,e,46,230,X,1812,12,0,0,3.74,prot
6h9j,D,22,149,A,2717,124,0,0,1.83,prot
6ha6,D,14,83,A,2703,70,0,0,1.98,prot
6hc8,E,16,108,A,2733,79,0,0,1.9,prot
6hgd,B,37,317,A,2661,253,0,0,1.9,prot
6hgf,B,34,294,A,2676,271,0,1,1.65,prot
6hgg,B,34,287,A,2684,260,0,1,1.79,prot
6hgh,B,34,287,A,2618,248,0,0,1.9,prot
6hgi,B,35,300,A,2683,273,0,0,1.52,prot
6hgj,B,34,287,A,2674,265,0,0,1.82,prot
6hgk,B,34,287,A,2683,258,0,0,1.85,prot
6hgl,B,35,292,A,2679,256,0,0,1.92,prot
6hgm,B,33,287,A,2628,236,0,0,1.37,prot
6hgn,B,32,268,A,2650,247,0,0,1.48,prot
6hik,L,41,319,A,1760,145,0,1,1.65,prot
6hil,L,35,279,A,1645,120,0,0,2.3,prot
6hkp,S,14,98,A,2692,80,0,0,1.9,prot
6hl5,S,14,94,A,2685,76,0,0,1.98,prot
6hl6,S,17,115,A,2678,80,0,0,1.97,prot
6hlw,B,40,316,A,1037,158,0,0,2.73,prot
6hqe,y,23,180,A,180,180,180,0,4.4,prot
6hqu,I,31,225,A,1621,110,0,0,1.97,prot
6hsx,L,28,217,H,1985,122,0,0,1.56,prot
6i3z,B,34,257,A,2230,225,0,0,3.1,prot
6i51,L,28,221,H,2003,124,0,0,1.4,prot
6iaw,X,17,85,S,437,18,0,0,3.8,prot
6iaw,Y,16,79,Q,437,20,0,0,3.8,prot
6iaw,Z,12,54,D,237,32,0,0,3.8,prot
6icj,B,11,89,A,1955,52,0,0,2.48,prot
6ict,E,19,151,A,3755,119,0,1,1.95,prot
6icv,C,17,139,A,3797,110,0,0,2.15,prot
6ijj,J,41,337,F,1254,60,0,0,2.89,prot
6ijo,J,41,337,F,1254,58,0,0,3.3,prot
6ijo,X,26,130,2,1346,25,0,0,3.3,prot
6ild,C,30,232,A,3985,58,0,0,1.88,prot
6ilq,B,14,114,A,1923,59,0,0,2.41,prot
6iui,D,21,153,A,916,66,0,0,2.6,prot
6ivx,B,14,106,A,1850,67,0,0,2.35,prot
6iwa,A,28,230,C,3253,151,0,1,2.4,prot
6ixp,B,16,120,A,3142,81,0,0,2.73,prot
6ixp,C,18,146,A,3142,76,0,0,2.73,prot
6ixq,B,15,112,A,3146,82,0,0,3.06,prot
6ixr,B,9,76,A,3136,71,0,0,2.85,prot
6j08,D,36,285,A,874,164,0,0,2.9,prot
6j0w,C,22,169,A,3772,118,0,0,2.4,prot
6j4v,C,5,38,A,2018,38,0,0,2.1,prot
6j54,u,42,210,K,513,38,0,0,3.94,prot
6j54,d,24,120,a,1706,22,0,0,3.94,prot
6j54,k,29,145,a,1706,16,0,0,3.94,prot
6j54,8,30,251,a,1706,119,0,0,3.94,prot
6j56,C,27,208,A,969,100,0,0,1.8,prot
6j5a,u,42,210,P,513,49,0,0,4.35,prot
6j5a,d,24,120,a,1706,24,0,0,4.35,prot
6j5a,k,29,145,a,1706,47,0,0,4.35,prot
6j5a,8,30,251,a,1706,112,0,0,4.35,prot
6j5i,i,42,303,a,1687,31,0,0,3.34,prot
6j5i,k,29,145,a,1687,47,0,0,3.34,prot
6j5i,I,48,377,H,973,106,0,0,3.34,prot
6j5j,i,41,301,a,1702,49,0,0,3.45,prot
6j5j,k,29,145,a,1702,16,0,0,3.45,prot
6j5j,u,42,210,K,513,38,0,0,3.45,prot
6j5j,I,48,377,H,970,102,0,0,3.45,prot
6j68,C,19,136,A,1008,78,0,0,2.5,prot
6j69,B,18,129,A,1016,60,0,0,2.75,prot
6j8f,A,22,183,B,1917,89,0,0,2.28,prot
6j8m,L,46,380,A,4027,184,0,0,1.9,prot
6j8m,M,43,335,A,4027,116,0,1,1.9,prot
6j9l,E,27,231,A,907,53,0,0,1.78,prot
6jjw,U,20,165,A,739,85,0,1,2.4,prot
6jjx,C,15,121,A,970,42,0,0,2,prot
6jjy,U,17,131,A,1062,88,0,1,2.3,prot
6jlj,K,37,293,C,3486,99,0,0,2.15,prot
6jlj,M,34,269,L,304,103,0,1,2.15,prot
6jlj,T,30,258,L,304,76,0,1,2.15,prot
6jlj,Y,29,215,K,293,51,0,0,2.15,prot
6jlj,X,39,287,D,2717,69,0,0,2.15,prot
6jlj,x,38,281,d,2717,68,0,0,2.15,prot
6jlj,f,32,257,e,662,80,0,0,2.15,prot
6jlk,K,37,293,C,3486,97,0,0,2.15,prot
6jlk,M,34,269,L,304,103,0,1,2.15,prot
6jlk,T,30,258,L,304,78,0,1,2.15,prot
6jlk,Y,29,215,K,293,50,0,0,2.15,prot
6jlk,X,39,287,D,2717,67,0,0,2.15,prot
6jlk,x,38,281,d,2717,68,0,0,2.15,prot
6jlk,f,32,257,e,662,77,0,0,2.15,prot
6jll,K,37,293,C,3486,98,0,0,2.15,prot
6jll,M,34,269,L,304,103,0,1,2.15,prot
6jll,T,30,258,L,304,77,0,1,2.15,prot
6jll,Y,29,215,K,293,50,0,0,2.15,prot
6jll,X,39,287,D,2717,70,0,0,2.15,prot
6jll,x,38,281,d,2717,69,0,0,2.15,prot
6jll,f,32,257,e,662,79,0,0,2.15,prot
6jlm,K,37,293,C,3486,102,0,0,2.35,prot
6jlm,M,34,269,L,304,106,0,1,2.35,prot
6jlm,T,30,258,L,304,77,0,1,2.35,prot
6jlm,Y,29,215,K,293,50,0,0,2.35,prot
6jlm,X,39,287,D,2717,71,0,0,2.35,prot
6jlm,x,38,281,d,2717,68,0,0,2.35,prot
6jlm,f,32,257,e,662,79,0,0,2.35,prot
6jln,K,37,293,C,3486,100,0,0,2.4,prot
6jln,M,34,269,L,304,103,0,1,2.4,prot
6jln,T,30,258,L,304,78,0,1,2.4,prot
6jln,Y,29,215,K,293,50,0,0,2.4,prot
6jln,X,39,287,D,2717,71,0,0,2.4,prot
6jln,x,38,281,d,2717,70,0,0,2.4,prot
6jln,f,32,257,e,662,80,0,0,2.4,prot
6jlo,K,37,293,C,3486,101,0,0,2.4,prot
6jlo,M,34,269,L,304,104,0,1,2.4,prot
6jlo,T,30,258,L,304,78,0,1,2.4,prot
6jlo,Y,29,215,K,293,52,0,0,2.4,prot
6jlo,X,39,287,D,2717,67,0,0,2.4,prot
6jlo,x,38,281,d,2717,68,0,0,2.4,prot
6jlo,f,32,257,e,662,78,0,0,2.4,prot
6jlp,K,37,293,C,3486,101,0,0,2.5,prot
6jlp,M,34,269,L,304,103,0,1,2.5,prot
6jlp,T,30,258,L,304,74,0,1,2.5,prot
6jlp,Y,29,215,K,293,50,0,0,2.5,prot
6jlp,X,39,287,D,2717,71,0,0,2.5,prot
6jlp,x,38,281,d,2717,70,0,0,2.5,prot
6jlp,f,32,257,e,662,79,0,0,2.5,prot
6jo5,J,39,320,F,1265,54,0,0,2.9,prot
6jo6,J,39,320,F,1265,52,0,0,2.9,prot
6jx3,A,18,143,B,663,110,0,0,1.7,prot
6jy3,L,44,360,A,4027,177,0,0,1.85,prot
6jy3,M,40,311,A,4027,112,0,0,1.85,prot
6jy4,L,44,360,A,4027,184,0,0,1.95,prot
6jy4,M,40,311,A,4027,112,0,0,1.95,prot
6k3a,B,13,98,A,1776,78,0,0,2.3,prot
6k61,I,34,275,B,5918,65,0,0,2.37,prot
6k61,M,31,241,B,5918,120,0,0,2.37,prot
6k61,J,45,359,F,1080,86,0,0,2.37,prot
6kbo,B,28,255,A,123,51,0,0,-1,prot
6kbv,B,28,255,A,123,66,0,0,-1,prot
6m7y,C,16,127,A,7938,79,0,1,2.79,prot
6m80,C,25,156,D,156,128,0,1,1.1,prot
6m8r,K,33,254,J,805,74,0,0,3.2,prot
6m90,C,10,65,A,3183,52,0,1,2.05,prot
6m91,C,10,67,A,3180,59,0,1,2.4,prot
6m92,C,10,68,A,3171,54,0,1,2.35,prot
6m93,C,11,73,A,3107,59,0,1,2.5,prot
6m94,C,9,63,A,3107,58,0,1,2.7,prot
6mbb,B,24,177,A,1228,78,0,1,1.59,prot
6mbc,B,24,197,A,1228,113,0,1,1.75,prot
6mbd,C,23,181,A,1244,101,0,0,1.95,prot
6mbe,B,22,180,A,1235,91,0,0,2.25,prot
6mct,A,27,216,B,216,67,0,1,1.9,prot
6mfp,N,28,209,G,2669,71,0,1,3,prot
6mg7,N,28,209,G,2591,71,0,1,2.91,prot
6mgn,B,47,390,A,427,130,0,0,1.9,prot
6mhf,C,18,134,A,2632,97,0,0,2,prot
6mjh,A,27,198,D,198,58,0,1,2.06,prot
6mk1,Z,30,237,A,237,237,237,0,6,prot
6mnq,P,12,94,H,1568,29,0,0,1.8,prot
6mnr,P,14,106,H,1637,48,0,0,2.2,prot
6mns,P,14,114,H,1658,42,0,0,2.7,prot
6mpw,A,27,209,B,207,72,0,1,2.5,prot
6mpw,B,25,207,C,207,69,0,0,2.5,prot
6mq2,A,25,207,B,204,67,0,0,2.5,prot
6mq2,D,27,212,C,201,69,0,1,2.5,prot
6mqu,A,27,229,B,229,71,0,0,3.17,prot
6mqu,C,28,232,D,225,75,0,0,3.17,prot
6mqu,E,26,220,A,229,78,0,0,3.17,prot
6mry,A,48,372,E,367,71,0,0,2.3,prot
6mry,E,47,367,A,372,67,0,0,2.3,prot
6msl,C,32,220,B,5294,36,0,0,3.1,prot
6msu,C,32,224,B,5294,39,0,1,3.11,prot
6mtp,P,18,172,H,1618,50,0,0,2.04,prot
6mtt,P,19,182,H,1620,131,0,0,1.7,prot
6mue,B,15,122,A,1082,43,0,0,1.9,prot
6muo,K,19,169,G,795,42,0,0,3.6,prot-nuc
6muo,L,18,160,A,799,35,0,0,3.6,prot-nuc
6mup,K,20,174,G,795,55,1,0,3.5,prot-nuc
6mup,L,19,169,C,785,43,2,0,3.5,prot-nuc
6mv5,P,20,158,H,1604,70,0,1,2.1,prot
6n3c,A,32,213,E,213,213,0,0,3.3,prot
6n5w,A,19,156,C,1134,94,0,0,2.15,prot
6n5w,B,25,207,C,1134,114,0,0,2.15,prot
6nbf,P,32,271,R,3025,177,0,0,3,prot
6nbh,P,34,283,R,3098,186,0,0,3.5,prot
6nbi,P,30,253,R,3020,131,0,0,4,prot
6nbq,P,42,318,D,3805,182,0,0,3.1,prot
6nbx,P,42,318,D,3817,172,0,0,3.5,prot
6nbx,Q,43,327,D,3817,78,0,0,3.5,prot
6nby,P,42,318,D,3817,187,0,0,3.1,prot
6nby,Q,43,327,D,3817,76,0,0,3.1,prot
6nd4,x,24,120,O,4111,8,0,0,4.3,prot-nuc
6ndy,G,20,120,A,2427,35,0,0,3.6,prot
6nhw,A,36,261,D,261,25,0,0,-1,prot
6nhy,A,36,269,C,269,11,0,0,-1,prot
6ni2,V,14,109,B,2699,85,1,1,4,prot
6njg,B,17,139,C,579,69,0,0,2.35,prot
6nkn,L,46,380,A,4027,183,0,0,2.5,prot
6nkn,M,43,335,A,4027,111,0,0,2.5,prot
6nmf,L,46,380,A,4027,191,0,0,2.8,prot
6nmf,M,43,335,A,4027,114,0,0,2.8,prot
6nmp,L,46,380,A,4027,187,0,0,2.9,prot
6nmp,M,43,335,A,4027,109,0,0,2.9,prot
6nro,D,34,277,E,354,114,0,0,1.75,prot
6nro,B,35,285,A,366,110,0,0,1.75,prot
6ntx,C,35,256,A,311,79,0,1,2.2,prot
6nuc,C,19,142,A,2920,108,0,0,1.9,prot
6nuf,C,19,142,A,2916,105,0,0,1.9,prot
6nuu,C,18,134,A,2908,101,0,0,2.3,prot
6nuw,U,23,115,F,1360,24,0,0,4.25,prot
6nyx,M,35,277,B,362,114,0,1,1.85,prot
6nyx,N,34,274,C,351,116,0,0,1.85,prot
6nzn,A,29,245,I,245,222,0,0,-1,prot
6o09,I,14,121,C,1926,89,0,0,2.06,prot
6o09,E,13,106,D,1904,74,0,0,2.06,prot
6o3n,A,24,147,B,147,71,0,0,3.7,prot
6o4m,D,27,201,C,201,44,0,1,1.27,prot
6o8c,D,14,109,A,5126,66,0,0,3.17,prot
6o8c,E,12,99,B,5193,60,0,0,3.17,prot
6oab,H,24,120,B,3897,45,1,0,3.6,prot
6oax,P,26,130,B,4577,48,0,0,2.9,prot
6oay,P,26,130,B,4510,41,0,0,3.3,prot
6oc9,A,40,306,B,306,205,2,0,-1,prot
6ocf,B,49,412,A,2026,122,0,1,2.1,prot
6ocg,B,26,219,A,2019,112,0,0,1.83,prot
6och,B,28,236,A,1970,110,0,0,2,prot
6omb,G,22,118,C,4325,50,0,0,3.7,prot
6oo2,G,20,119,A,2427,35,0,0,4.4,prot
6opc,G,22,118,C,5197,50,0,0,3.7,prot
6p2c,C,9,69,A,2241,64,0,0,1.4,prot
6p4z,A,21,163,B,231,97,0,0,1.8,prot
6p4z,B,30,231,A,163,118,0,0,1.8,prot
6p4z,D,26,199,C,160,95,2,1,1.8,prot
6p9u,A,30,243,B,1973,135,0,0,3.3,prot
6pfy,M,30,233,B,5889,111,0,0,2.9,prot
6pfy,W,26,219,H,5889,38,0,0,2.9,prot
6pfy,I,38,301,B,5889,105,0,0,2.9,prot
6pfy,J,41,338,F,1065,83,0,0,2.9,prot
6pun,E,15,131,A,3151,88,0,0,2.1,prot-nuc
6pxu,C,13,93,A,4303,62,0,1,2.01,prot
6q2x,L,40,316,A,1670,132,0,0,2.1,prot
6q53,B,43,361,A,452,99,0,0,3.7,prot
6q5h,A,25,188,B,215,7,0,1,1.2,prot
6q5h,B,29,215,A,188,7,0,1,1.2,prot
6q5i,A,29,216,B,181,8,0,1,1.76,prot
6q5i,B,25,181,A,216,8,0,1,1.76,prot
6q5j,A,31,229,F,203,85,0,1,1.69,prot
6q5j,C,32,230,B,229,98,0,1,1.69,prot
6q5j,E,25,189,D,229,74,0,1,1.69,prot
6q5j,F,27,203,E,189,81,0,1,1.69,prot
6q5k,A,25,189,B,211,12,0,1,1.65,prot
6q5k,B,28,211,A,189,11,0,1,1.65,prot
6q5l,B,27,200,A,182,71,0,1,1.41,prot
6q5l,A,25,182,B,200,67,0,1,1.41,prot
6q5m,A,27,196,B,184,7,0,1,1.5,prot
6q5m,B,25,184,A,196,7,0,1,1.5,prot
6q5n,A,31,228,F,228,96,0,1,2,prot
6q5n,C,30,224,B,228,89,0,1,2,prot
6q5p,A,31,226,B,226,93,0,1,1.44,prot
6q5p,C,32,229,A,226,91,0,1,1.44,prot
6q5r,A,30,225,D,229,85,0,0,1.61,prot
6q5r,C,31,226,B,225,99,0,1,1.61,prot
6q5r,D,32,229,A,225,115,0,1,1.61,prot
6q5s,A,31,228,D,228,96,0,1,1.89,prot
6q5s,B,30,225,C,229,88,0,0,1.89,prot
6q5s,C,32,229,B,225,105,0,1,1.89,prot
6q67,B,28,206,A,1047,135,0,0,2.25,prot
6q6r,E,17,141,A,341,51,0,0,1.5,prot-nuc
6qfi,B,23,191,A,1165,114,0,0,2.4,prot
6qfm,B,19,159,A,1119,103,0,1,2,prot
6qg8,B,20,153,A,1117,89,0,0,1.9,prot
6qj3,C,20,100,A,7187,22,0,0,3.3,prot
6qj4,D,22,110,A,7240,54,0,0,5.8,prot
6qjm,A,37,282,B,282,281,0,0,3.3,prot
6qld,C,22,194,g,813,43,0,0,4.15,prot-nuc
6qmp,A,28,210,B,655,58,0,1,2,prot
6qmq,A,20,150,B,633,48,0,1,2.5,prot
6qms,A,19,156,B,669,45,0,1,1.8,prot
6qq7,A,21,160,B,240,94,1,0,1.65,prot
6qq7,B,30,240,A,160,110,1,0,1.65,prot
6qqg,A,21,160,B,240,99,0,0,2.15,prot
6qqg,B,30,240,A,160,111,0,0,2.15,prot
6qrh,A,21,160,B,240,101,0,0,2.15,prot
6qrh,B,30,240,A,160,115,0,0,2.15,prot
6qrk,A,21,160,B,240,99,1,0,2.1,prot
6qrk,B,30,240,A,160,111,1,0,2.1,prot
6qs4,S,24,120,C,4976,35,0,0,4.2,prot
6qs6,S,24,120,C,4976,39,0,0,3.9,prot
6qs7,S,24,120,B,4562,43,0,0,3.8,prot
6qs8,S,24,120,B,4562,40,0,0,3.9,prot
6qu1,D,48,364,A,2076,9,0,0,3.7,prot
6qul,f,38,301,G,1322,11,0,1,3,prot-nuc
6rhy,A,42,319,B,319,86,0,0,-1,prot
6rko,H,27,195,A,3518,112,0,0,2.68,prot
6rko,X,26,188,A,3518,80,0,0,2.68,prot
6rn2,S,24,120,C,5430,38,0,0,6.2,prot
6rn3,S,24,120,B,5430,38,0,0,4,prot
6rn4,S,24,120,B,5430,46,0,0,4.2,prot
6rqf,M,31,243,P,223,57,0,0,3.58,prot
6rqf,N,36,264,P,223,61,0,0,3.58,prot
6rqf,O,37,294,I,1705,73,0,0,3.58,prot
6rqf,P,29,223,K,2209,66,0,0,3.58,prot
6rrc,B,18,131,C,2680,88,0,0,2.37,prot
6rrk,D,27,222,B,3419,121,0,0,3.17,prot
6rx4,C,31,241,A,3740,100,0,0,3.3,prot
6rx4,D,26,130,A,3740,65,0,0,3.3,prot
6s0k,f,38,302,G,1323,16,0,0,3.1,prot-nuc
6s1r,B,15,116,A,3108,70,0,0,1.8,prot
6s34,A,21,163,B,242,96,0,0,1.35,prot
6s34,B,30,242,A,163,108,0,1,1.35,prot
6s3f,B,25,226,A,510,124,0,1,1.68,prot
6s8r,B,27,202,A,1368,126,0,0,2.41,prot
6s8s,B,37,301,A,1381,142,0,0,2.21,prot
6shs,A,40,305,E,305,304,0,0,4.4,prot
6snc,C,19,179,B,1762,47,0,1,3.2,prot
6snd,C,19,179,B,1762,52,0,0,3.1,prot
6sof,G,21,158,H,242,68,0,0,4.3,prot
